# time = 3.1
# Grid points = 474
# Pressure (Pa) = 101325
#             1_pos             2_posf             3_uvel             4_vvel             5_wvel
  -1.0594960570e-01  -1.0612398691e-01   1.2366406347e+00   1.0450080391e+00   1.3777427594e+00
  -1.0559509576e-01  -1.0577522448e-01   1.3441694863e+00   8.9241092606e-01   1.5042313842e+00
  -1.0520333303e-01  -1.0541496704e-01   1.4479311125e+00   7.1312708000e-01   1.6269049379e+00
  -1.0471872241e-01  -1.0499169902e-01   1.5517261480e+00   4.7808311330e-01   1.7495934807e+00
  -1.0415153295e-01  -1.0444574580e-01   1.6370217089e+00   1.8837823514e-01   1.8490240148e+00
  -1.0356986312e-01  -1.0385732011e-01   1.6818714548e+00  -1.1953321768e-01   1.8978638626e+00
  -1.0299341794e-01  -1.0328240613e-01   1.6825662785e+00  -4.2737684384e-01   1.8911740869e+00
  -1.0240396998e-01  -1.0270442975e-01   1.6391755359e+00  -7.3535762585e-01   1.8288805078e+00
  -1.0181798654e-01  -1.0210351020e-01   1.5546264093e+00  -1.0245945907e+00   1.7156063818e+00
  -1.0130894366e-01  -1.0153246287e-01   1.4510692433e+00  -1.2534046259e+00   1.5809300781e+00
  -1.0089341129e-01  -1.0108542445e-01   1.3470623243e+00  -1.4202575988e+00   1.4484697439e+00
  -1.0052799074e-01  -1.0070139813e-01   1.2436074900e+00  -1.5481404463e+00   1.3190250429e+00
  -1.0019339708e-01  -1.0035458335e-01   1.1402836148e+00  -1.6482527538e+00   1.1919189744e+00
  -9.9879486659e-02  -1.0003221082e-01   1.0367024727e+00  -1.7263124608e+00   1.0666828908e+00
  -9.9579960037e-02  -9.9726762497e-02   9.3375241978e-01  -1.7849724125e+00   9.4444483132e-01
  -9.9290520387e-02  -9.9433157578e-02   8.2984337737e-01  -1.8270460017e+00   8.2344617444e-01
  -9.9007987531e-02  -9.9147883196e-02   7.2690852358e-01  -1.8530299171e+00   7.0609012448e-01
  -9.8729812423e-02  -9.8868091867e-02   6.2375157455e-01  -1.8642572806e+00   5.9116272716e-01
  -9.8453880675e-02  -9.8591532979e-02   5.1998814980e-01  -1.8610003587e+00   4.7850507048e-01
  -9.8178282003e-02  -9.8316228372e-02   4.1662557712e-01  -1.8434277570e+00   3.6949261443e-01
  -9.7901206804e-02  -9.8040335635e-02   3.1346842209e-01  -1.8116292846e+00   2.6420128056e-01
  -9.7620858674e-02  -9.7762077973e-02   2.1047369287e-01  -1.7654406728e+00   1.6293779337e-01
  -9.7335312195e-02  -9.7479639374e-02   1.0660671074e-01  -1.7037276938e+00   6.5196877280e-02
  -9.7042462187e-02  -9.7190985016e-02   3.8357157353e-03  -1.6270401783e+00  -2.6643505127e-02
  -9.6739830092e-02  -9.6893939358e-02  -9.9987027679e-02  -1.5327973591e+00  -1.1381912056e-01
  -9.6424397125e-02  -9.6585720825e-02  -2.0303820721e-01  -1.4212684913e+00  -1.9392501313e-01
  -9.6092320376e-02  -9.6263073426e-02  -3.0651446806e-01  -1.2895192007e+00  -2.6684549176e-01
  -9.5738405684e-02  -9.5921567326e-02  -4.0972331218e-01  -1.1360061524e+00  -3.3064945719e-01
  -9.5355223174e-02  -9.5555244042e-02  -5.1319979468e-01  -9.5658931768e-01  -3.8370912275e-01
  -9.4931323246e-02  -9.5155202306e-02  -6.1650507008e-01  -7.4707912600e-01  -4.2296493827e-01
  -9.4447041908e-02  -9.4707444186e-02  -7.2001832518e-01  -4.9883264019e-01  -4.4415277062e-01
  -9.3888437783e-02  -9.4186639631e-02  -8.1988158889e-01  -2.0977331487e-01  -4.4022962727e-01
  -9.3275692901e-02  -9.3590235935e-02  -9.0536549231e-01   9.7684722646e-02  -4.0694366217e-01
  -9.2611619675e-02  -9.2961149866e-02  -9.7054207966e-01   4.0638571942e-01  -3.4547123077e-01
  -9.1836548790e-02  -9.2262089483e-02  -1.0121169451e+00   7.1579468641e-01  -2.5612498444e-01
