# time = 0
# Grid points = 474
# Pressure (Pa) = 101325
#             1_pos             2_posf             3_uvel             4_vvel             5_wvel
  -4.9917840810e-01  -5.0000000000e-01   1.3598232245e+00   4.9103320187e-01   8.9295029671e-01
  -4.9750814511e-01  -4.9835681619e-01   1.4780670164e+00   4.1932830088e-01   9.7492971440e-01
  -4.9566236670e-01  -4.9665947403e-01   1.5921687010e+00   3.3508353353e-01   1.0544363850e+00
  -4.9337913820e-01  -4.9466525936e-01   1.7063079939e+00   2.2463751005e-01   1.1339525409e+00
  -4.9070684198e-01  -4.9209301703e-01   1.8001056308e+00   8.8506852165e-02   1.1983944617e+00
  -4.8796632188e-01  -4.8932066692e-01   1.8494282724e+00  -5.6178691894e-02   1.2300474058e+00
  -4.8525041762e-01  -4.8661197685e-01   1.8501969959e+00  -2.0083209889e-01   1.2257104210e+00
  -4.8247325112e-01  -4.8388885839e-01   1.8024880677e+00  -3.4554968957e-01   1.1853354301e+00
  -4.7971240761e-01  -4.8105764385e-01   1.7095200158e+00  -4.8145945265e-01   1.1119189332e+00
  -4.7731406729e-01  -4.7836717138e-01   1.5956493223e+00  -5.8897493804e-01   1.0246314561e+00
  -4.7535629892e-01  -4.7626096320e-01   1.4812831492e+00  -6.6737725879e-01   9.3878042572e-01
  -4.7363463088e-01  -4.7445163464e-01   1.3675234948e+00  -7.2746780910e-01   8.5488403059e-01
  -4.7205820286e-01  -4.7281762713e-01   1.2539074506e+00  -7.7450918686e-01   7.7250344746e-01
  -4.7057922324e-01  -4.7129877858e-01   1.1400082026e+00  -8.1118820584e-01   6.9133491206e-01
  -4.6916801250e-01  -4.6985966791e-01   1.0268026526e+00  -8.3875142316e-01   6.1210951957e-01
  -4.6780432622e-01  -4.6847635709e-01   9.1254235593e-01  -8.5852082015e-01   5.3368745622e-01
  -4.6647318109e-01  -4.6713229535e-01   7.9935309368e-01  -8.7072979873e-01   4.5762628800e-01
  -4.6516256736e-01  -4.6581406684e-01   6.8591942642e-01  -8.7600477453e-01   3.8313921719e-01
  -4.6386252316e-01  -4.6451106789e-01   5.7181868919e-01  -8.7447367987e-01   3.1012324547e-01
  -4.6256404824e-01  -4.6321397844e-01   4.5815857070e-01  -8.6621574694e-01   2.3946983599e-01
  -4.6125861670e-01  -4.6191411803e-01   3.4472417315e-01  -8.5127317401e-01   1.7122819182e-01
  -4.5993776484e-01  -4.6060311536e-01   2.3146822531e-01  -8.2956877073e-01   1.0559710501e-01
  -4.5859242112e-01  -4.5927241432e-01   1.1725296336e-01  -8.0056956298e-01   4.2249093081e-02
  -4.5721266704e-01  -4.5791242792e-01   4.2427228544e-03  -7.6453392422e-01  -1.7274637227e-02
  -4.5578682495e-01  -4.5651290616e-01  -1.0992421757e-01  -7.2024915312e-01  -7.3775015363e-02
  -4.5430067193e-01  -4.5506074373e-01  -2.2324288947e-01  -6.6784178113e-01  -1.2569334043e-01
  -4.5273610223e-01  -4.5354060013e-01  -3.3702917298e-01  -6.0593295494e-01  -1.7295463333e-01
  -4.5106864371e-01  -4.5193160433e-01  -4.5052158457e-01  -5.3379747340e-01  -2.1430731091e-01
  -4.4926329074e-01  -4.5020568309e-01  -5.6430850941e-01  -4.4948995666e-01  -2.4869637403e-01
  -4.4726609887e-01  -4.4832089838e-01  -6.7790740309e-01  -3.5104175063e-01  -2.7413886889e-01
  -4.4498442178e-01  -4.4621129935e-01  -7.9173528158e-01  -2.3439158487e-01  -2.8787112792e-01
  -4.4235257510e-01  -4.4375754422e-01  -9.0154981228e-01  -9.8563721508e-02  -2.8532844947e-01
  -4.3946564586e-01  -4.4094760599e-01  -9.9555250955e-01   4.5909512426e-02  -2.6375512951e-01
  -4.3633688466e-01  -4.3798368573e-01  -1.0672247197e+00   1.9096669116e-01  -2.2391358071e-01
  -4.3268516130e-01  -4.3469008358e-01  -1.1129438968e+00   3.3635639080e-01  -1.6600640051e-01
  -4.2755929390e-01  -4.3068023901e-01  -1.1130340939e+00   4.8423574294e-01  -8.7618499121e-02
  -4.2166997226e-01  -4.2443834879e-01  -1.0354628720e+00   5.7266542813e-01  -3.2903189879e-02
  -4.1704632770e-01  -4.1890159573e-01  -9.1965704079e-01   5.8383274825e-01  -3.2966842881e-02
  -4.1367958978e-01  -4.1519105967e-01  -8.0566698736e-01   5.6445170770e-01  -6.0278853171e-02
  -4.1084966285e-01  -4.1216811989e-01  -6.9206804837e-01   5.3454021479e-01  -9.8838481159e-02
  -4.0833775233e-01  -4.0953120581e-01  -5.7833604492e-01   4.9992854002e-01  -1.4259541957e-01
  -4.0603685963e-01  -4.0714429884e-01  -4.6488636509e-01   4.6324544875e-01  -1.8800140081e-01
  -4.0388289794e-01  -4.0492942043e-01  -3.5128222065e-01   4.2547682611e-01  -2.3312178632e-01
  -4.0183252169e-01  -4.0283637546e-01  -2.3775573338e-01   3.8714770766e-01  -2.7644328442e-01
  -3.9985311918e-01  -4.0082866791e-01  -1.2415715289e-01   3.4827707594e-01  -3.1699619257e-01
  -3.9791788163e-01  -3.9887757044e-01  -1.0733357393e-02   3.0877072518e-01  -3.5390482314e-01
  -3.9600259296e-01  -3.9695819283e-01   1.0295639963e-01   2.6809633785e-01  -3.8663571447e-01
  -3.9408304632e-01  -3.9504699309e-01   2.1661720913e-01   2.2577889949e-01  -4.1445321750e-01
  -3.9213230721e-01  -3.9311909955e-01   3.3011792828e-01   1.8105730143e-01  -4.3667642722e-01
  -3.9011678658e-01  -3.9114551487e-01   4.4374025098e-01   1.3264942696e-01  -4.5256073011e-01
  -3.8798888510e-01  -3.8908805828e-01   5.5745316980e-01   7.8765750920e-02  -4.6096931738e-01
  -3.8567048920e-01  -3.8688971191e-01   6.7120310782e-01   1.6409196112e-02  -4.6012235657e-01
  -3.8300187036e-01  -3.8445126649e-01   7.8545743113e-01  -6.0839186372e-02  -4.4651041778e-01
  -3.7960165421e-01  -3.8155247422e-01   8.9816724496e-01  -1.6837254396e-01  -4.1136394926e-01
  -3.7567331486e-01  -3.7765083420e-01   9.7576238855e-01  -3.0483469032e-01  -3.5173062953e-01
  -3.7184186692e-01  -3.7369579552e-01   9.8957459895e-01  -4.4908658669e-01  -2.8078885580e-01
  -3.6818376169e-01  -3.6998793832e-01   9.4240080184e-01  -5.9359200794e-01  -2.0885315094e-01
  -3.6476920525e-01  -3.6637958505e-01   8.4739523397e-01  -7.2934543257e-01  -1.4441080290e-01
  -3.6190222515e-01  -3.6315882545e-01   7.3306072816e-01  -8.4014545061e-01  -9.5778316837e-02
  -3.5955743529e-01  -3.6064562486e-01   6.1914597277e-01  -9.2562104278e-01  -6.1517636851e-02
  -3.5747581335e-01  -3.5846924571e-01   5.0528887199e-01  -9.9591725781e-01  -3.5876270635e-02
  -3.5554555589e-01  -3.5648238098e-01   3.9136376379e-01  -1.0549872844e+00  -1.6392713022e-02
  -3.5370428246e-01  -3.5460873079e-01   2.7797633698e-01  -1.1044645954e+00  -1.7646826676e-03
  -3.5191009141e-01  -3.5279983412e-01   1.6433294041e-01  -1.1456341247e+00   9.0078016444e-03
  -3.5013002733e-01  -3.5102034870e-01   5.0638598115e-02  -1.1786683059e+00   1.6509812354e-02
  -3.4833352158e-01  -3.4923970596e-01  -6.3223907308e-02  -1.2033761565e+00   2.1231823381e-02
  -3.4648782394e-01  -3.4742733720e-01  -1.7665104185e-01  -1.2189650825e+00   2.3593892834e-02
  -3.4455195495e-01  -3.4554831069e-01  -2.9040903890e-01  -1.2241662767e+00   2.4056148769e-02
  -3.4246600922e-01  -3.4355559922e-01  -4.0421918373e-01  -1.2163655545e+00   2.3151794237e-02
  -3.4012589732e-01  -3.4137641922e-01  -5.1811615951e-01  -1.1906522603e+00   2.1742494158e-02
  -3.3729386531e-01  -3.3887537541e-01  -6.3265434541e-01  -1.1353228214e+00   2.1713731161e-02
  -3.3373119516e-01  -3.3571235521e-01  -7.3563157504e-01  -1.0294454366e+00   2.8214447734e-02
  -3.3013995431e-01  -3.3175003512e-01  -7.9152548155e-01  -8.8644082858e-01   4.5782100843e-02
  -3.2713093899e-01  -3.2852987349e-01  -7.9929867494e-01  -7.4145666110e-01   7.1566984429e-02
  -3.2444947423e-01  -3.2573200448e-01  -7.7773112056e-01  -5.9650651087e-01   1.0365467060e-01
  -3.2194996463e-01  -3.2316694398e-01  -7.3567944955e-01  -4.5199483298e-01   1.4071596432e-01
  -3.1954784063e-01  -3.2073298528e-01  -6.7739432574e-01  -3.0701500782e-01   1.8197167160e-01
  -3.1718162262e-01  -3.1836269597e-01  -6.0580628580e-01  -1.6265613926e-01   2.2612327088e-01
  -3.1479564044e-01  -3.1600054927e-01  -5.2138158581e-01  -1.7553546056e-02   2.7248861586e-01
  -3.1232750552e-01  -3.1359073161e-01  -4.2483928737e-01   1.2701356167e-01   3.1925410385e-01
  -3.0974859368e-01  -3.1106427944e-01  -3.1670698399e-01   2.6887770691e-01   3.6368810926e-01
  -3.0714129829e-01  -3.0843290792e-01  -2.0332553358e-01   3.9831708572e-01   4.0008856252e-01
  -3.0455287342e-01  -3.0584968867e-01  -8.9936484627e-02   5.0867497063e-01   4.2375100535e-01
  -3.0192288339e-01  -3.0325605817e-01   2.3789201873e-02   5.9902698587e-01   4.3134300727e-01
  -2.9918504232e-01  -3.0058970861e-01   1.3713735949e-01   6.6585610449e-01   4.1813639695e-01
  -2.9625455536e-01  -2.9778037603e-01   2.5071573794e-01   7.0426374238e-01   3.7724541010e-01
  -2.9299442333e-01  -2.9472873469e-01   3.6435912801e-01   7.0468821241e-01   2.9762479274e-01
  -2.8955416173e-01  -2.9126011198e-01   4.6709391922e-01   6.5813814244e-01   1.7649290806e-01
  -2.8641489689e-01  -2.8784821147e-01   5.4282732491e-01   5.7686683697e-01   3.7426572758e-02
  -2.8367227528e-01  -2.8498158232e-01   5.9310379659e-01   4.7894302961e-01  -1.0163615448e-01
  -2.8109973593e-01  -2.8236296824e-01   6.2521567614e-01   3.6951386171e-01  -2.4025230469e-01
  -2.7855854486e-01  -2.7983650363e-01   6.4156077674e-01   2.4957445418e-01  -3.7894689369e-01
