# time = 0.6
# Grid points = 474
# Pressure (Pa) = 101325
#             1_pos             2_posf             3_uvel             4_vvel             5_wvel
  -3.6980046009e-01  -3.7040911034e-01   1.2215128025e+00   5.5870233078e-01   9.1132639669e-01
  -3.6856309884e-01  -3.6919180984e-01   1.3277296687e+00   4.7711581672e-01   9.9499301589e-01
  -3.6719571256e-01  -3.6793438783e-01   1.4302257191e+00   3.8126132313e-01   1.0761360150e+00
  -3.6550425528e-01  -3.6645703728e-01   1.5327555261e+00   2.5559479176e-01   1.1572887296e+00
  -3.6352456955e-01  -3.6455147329e-01   1.6170126467e+00   1.0070404050e-01   1.2230570239e+00
  -3.6149434233e-01  -3.6249766581e-01   1.6613184152e+00  -6.3920539820e-02   1.2553615739e+00
  -3.5948235097e-01  -3.6049101885e-01   1.6620087936e+00  -2.2850855230e-01   1.2509355429e+00
  -3.5742497542e-01  -3.5847368308e-01   1.6191522905e+00  -3.9316959146e-01   1.2097298646e+00
  -3.5537969225e-01  -3.5637626776e-01   1.5356400809e+00  -5.4780899963e-01   1.1348026918e+00
  -3.5360295803e-01  -3.5438311673e-01   1.4333513163e+00  -6.7014113051e-01   1.0457190395e+00
  -3.5215260755e-01  -3.5282279934e-01   1.3306175017e+00  -7.5934802881e-01   9.5810135129e-01
  -3.5087716451e-01  -3.5148241577e-01   1.2284285371e+00  -8.2771962296e-01   8.7247849474e-01
  -3.4970931790e-01  -3.5027191324e-01   1.1263685920e+00  -8.8124374663e-01   7.8840262322e-01
  -3.4861366285e-01  -3.4914672256e-01   1.0240542620e+00  -9.2297748204e-01   7.0556372467e-01
  -3.4756821222e-01  -3.4808060315e-01   9.2236308461e-01  -9.5433917371e-01   6.2470794144e-01
  -3.4655796858e-01  -3.4705582129e-01   8.1972445254e-01  -9.7683298471e-01   5.4467200431e-01
  -3.4557183201e-01  -3.4606011586e-01   7.1804792856e-01  -9.9072448201e-01   4.6704553347e-01
  -3.4460090548e-01  -3.4508354816e-01   6.1615186934e-01  -9.9672640744e-01   3.9102553961e-01
  -3.4363780905e-01  -3.4411826280e-01   5.1365660042e-01  -9.9498432389e-01   3.1650690430e-01
  -3.4267587517e-01  -3.4315735530e-01   4.1155714511e-01  -9.8558838263e-01   2.4439943639e-01
  -3.4170878770e-01  -3.4219439503e-01   3.0966046373e-01  -9.6858659749e-01   1.7475335095e-01
  -3.4073027657e-01  -3.4122318036e-01   2.0792409370e-01  -9.4389114088e-01   1.0777153024e-01
  -3.3973362143e-01  -3.4023737278e-01   1.0532599737e-01  -9.1089559043e-01   4.3119750148e-02
  -3.3871147447e-01  -3.3922987008e-01   3.8103704635e-03  -8.6989392590e-01  -1.7629064915e-02
  -3.3765518467e-01  -3.3819307886e-01  -9.8744289132e-02  -8.1950632537e-01  -7.5292331521e-02
  -3.3655421543e-01  -3.3711729047e-01  -2.0053694278e-01  -7.5987675770e-01  -1.2827927165e-01
  -3.3539515369e-01  -3.3599114039e-01  -3.0274962585e-01  -6.8943635183e-01  -1.7651336815e-01
  -3.3415987004e-01  -3.3479916699e-01  -4.0469830478e-01  -6.0735996796e-01  -2.1871728404e-01
  -3.3282243166e-01  -3.3352057309e-01  -5.0691151360e-01  -5.1143413634e-01  -2.5381431594e-01
  -3.3134287553e-01  -3.3212429024e-01  -6.0895578309e-01  -3.9941890584e-01  -2.7978070948e-01
  -3.2965256758e-01  -3.3056146083e-01  -7.1120570286e-01  -2.6669332843e-01  -2.9379593699e-01
  -3.2770284760e-01  -3.2874367432e-01  -8.0985043344e-01  -1.1214720233e-01  -2.9120136343e-01
  -3.2556415782e-01  -3.2666202088e-01  -8.9429156315e-01   5.2235698209e-02  -2.6918454204e-01
  -3.2324631451e-01  -3.2446629475e-01  -9.5867348540e-01   2.1728301351e-01  -2.2852354804e-01
  -3.2054105131e-01  -3.2202633427e-01  -9.9974211796e-01   3.8270867473e-01  -1.6942513921e-01
