# time = 3
# Grid points = 474
# Pressure (Pa) = 101325
#             1_pos             2_posf             3_uvel             4_vvel             5_wvel
  -1.1138175814e-01  -1.1156508007e-01   1.2174854136e+00   1.0182332668e+00   1.3470909961e+00
  -1.1100907209e-01  -1.1119843621e-01   1.3233488486e+00   8.6954579168e-01   1.4707654769e+00
  -1.1059722326e-01  -1.1081970798e-01   1.4255034281e+00   6.9485532631e-01   1.5907097591e+00
  -1.1008776612e-01  -1.1037473854e-01   1.5276909379e+00   4.6583337037e-01   1.7106686876e+00
  -1.0949149624e-01  -1.0980079370e-01   1.6116655492e+00   1.8355097905e-01   1.8078870432e+00
  -1.0888000355e-01  -1.0918219877e-01   1.6558208233e+00  -1.1647149691e-01   1.8556402533e+00
  -1.0827400340e-01  -1.0857780832e-01   1.6565050901e+00  -4.1642786292e-01   1.8490992657e+00
  -1.0765433379e-01  -1.0797019847e-01   1.6137866315e+00  -7.1651784971e-01   1.7881915509e+00
  -1.0703830634e-01  -1.0733846911e-01   1.5305472785e+00  -9.9834423489e-01   1.6774375095e+00
  -1.0650316428e-01  -1.0673814356e-01   1.4285942621e+00  -1.2212918793e+00   1.5457574553e+00
  -1.0606632711e-01  -1.0626818499e-01   1.3261984190e+00  -1.3838698628e+00   1.4162440780e+00
  -1.0568217104e-01  -1.0586446922e-01   1.2243460847e+00  -1.5084761743e+00   1.2896792466e+00
  -1.0533042240e-01  -1.0549987286e-01   1.1226226642e+00  -1.6060234544e+00   1.1654010207e+00
  -1.0500041744e-01  -1.0516097194e-01   1.0206459485e+00  -1.6820831433e+00   1.0429511781e+00
  -1.0468553377e-01  -1.0483986295e-01   9.1929053600e-01  -1.7392401179e+00   9.2343266093e-01
  -1.0438125423e-01  -1.0453120458e-01   8.1699097879e-01  -1.7802356885e+00   8.0512597292e-01
  -1.0408423560e-01  -1.0423130387e-01   7.1565051239e-01  -1.8055538187e+00   6.9038085168e-01
  -1.0379179815e-01  -1.0393716733e-01   6.1409138336e-01  -1.8164934742e+00   5.7801035058e-01
  -1.0350171908e-01  -1.0364642897e-01   5.1193516543e-01  -1.8133199453e+00   4.6785909281e-01
  -1.0321199016e-01  -1.0335700919e-01   4.1017358412e-01  -1.7961975183e+00   3.6127193692e-01
  -1.0292070901e-01  -1.0306697113e-01   3.0861423249e-01  -1.7652137012e+00   2.5832311507e-01
