# time = 2
# Grid points = 474
# Pressure (Pa) = 101325
#             1_pos             2_posf             3_uvel             4_vvel             5_wvel
  -4.9917840810e-01  -5.0000000000e-01   1.1090500710e+00   7.8700195605e-01   1.0962955805e+00
  -4.9750814511e-01  -4.9835681619e-01   1.2054863856e+00   6.7207874466e-01   1.1969444356e+00
  -4.9566236670e-01  -4.9665947403e-01   1.2985443265e+00   5.3705745643e-01   1.2945575219e+00
  -4.9337913820e-01  -4.9466525936e-01   1.3916326187e+00   3.6004255834e-01   1.3921824368e+00
  -4.9070684198e-01  -4.9209301703e-01   1.4681303674e+00   1.4186196346e-01   1.4713004791e+00
  -4.8796632188e-01  -4.8932066692e-01   1.5083551359e+00  -9.0030032067e-02   1.5101626551e+00
  -4.8525041762e-01  -4.8661197685e-01   1.5089803469e+00  -3.2187074276e-01   1.5048390069e+00
  -4.8247325112e-01  -4.8388885839e-01   1.4700682009e+00  -5.5381454400e-01   1.4552705089e+00
  -4.7971240761e-01  -4.8105764385e-01   1.3942437671e+00  -7.7164196240e-01   1.3651359878e+00
  -4.7731406729e-01  -4.7836717138e-01   1.3013719151e+00  -9.4396104964e-01   1.2579714929e+00
  -4.7535629892e-01  -4.7626096320e-01   1.2080963060e+00  -1.0696195299e+00   1.1525703686e+00
  -4.7363463088e-01  -4.7445163464e-01   1.1153155761e+00  -1.1659291438e+00   1.0495688832e+00
  -4.7205820286e-01  -4.7281762713e-01   1.0226521229e+00  -1.2413244308e+00   9.4842831758e-01
  -4.7057922324e-01  -4.7129877858e-01   9.2975781283e-01  -1.3001116371e+00   8.4877575100e-01
  -4.6916801250e-01  -4.6985966791e-01   8.3742937107e-01  -1.3442886562e+00   7.5150877780e-01
  -4.6780432622e-01  -4.6847635709e-01   7.4424078576e-01  -1.3759742797e+00   6.5522802734e-01
  -4.6647318109e-01  -4.6713229535e-01   6.5192579655e-01  -1.3955425789e+00   5.6184576771e-01
  -4.6516256736e-01  -4.6581406684e-01   5.5941154976e-01  -1.4039975376e+00   4.7039603108e-01
  -4.6386252316e-01  -4.6451106789e-01   4.6635332581e-01  -1.4015442007e+00   3.8075236554e-01
  -4.6256404824e-01  -4.6321397844e-01   3.7365453100e-01  -1.3883095515e+00   2.9400924580e-01
  -4.6125861670e-01  -4.6191411803e-01   2.8113989734e-01  -1.3643612248e+00   2.1022708115e-01
  -4.5993776484e-01  -4.6060311536e-01   1.8877087089e-01  -1.3295755070e+00   1.2964993471e-01
  -4.5859242112e-01  -4.5927241432e-01   9.5619518623e-02  -1.2830981916e+00   5.1875746128e-02
  -4.5721266704e-01  -4.5791242792e-01   3.4510244675e-03  -1.2253433719e+00  -2.1203301269e-02
  -4.5578682495e-01  -4.5651290616e-01  -8.9660773109e-02  -1.1543674288e+00  -9.0570534234e-02
  -4.5430067193e-01  -4.5506074373e-01  -1.8208066587e-01  -1.0703731498e+00  -1.5431229162e-01
  -4.5273610223e-01  -4.5354060013e-01  -2.7488184778e-01  -9.7115061451e-01  -2.1233652385e-01
  -4.5106864371e-01  -4.5193160433e-01  -3.6744326425e-01  -8.5553752036e-01  -2.6310662953e-01
  -4.4926329074e-01  -4.5020568309e-01  -4.6024477541e-01  -7.2041595595e-01  -3.0532736329e-01
  -4.4726609887e-01  -4.4832089838e-01  -5.5289281422e-01  -5.6263070351e-01  -3.3656420382e-01
  -4.4498442178e-01  -4.4621129935e-01  -6.4572745968e-01  -3.7567265421e-01  -3.5342413342e-01
  -4.4235257510e-01  -4.4375754422e-01  -7.3528875120e-01  -1.5797795098e-01  -3.5030294215e-01
  -4.3946564586e-01  -4.4094760599e-01  -8.1195418268e-01   7.3572994631e-02  -3.2381733319e-01
  -4.3633688466e-01  -4.3798368573e-01  -8.7040734051e-01   3.0605993860e-01  -2.7490331345e-01
  -4.3268516130e-01  -4.3469008358e-01  -9.0769373703e-01   5.3907995124e-01  -2.0380963024e-01
