# time = 0.6
# Grid points = 474
# Pressure (Pa) = 101325
#             1_pos             2_posf             3_uvel             4_vvel             5_wvel
  -4.9917840810e-01  -5.0000000000e-01   1.2215128025e+00   5.5870233078e-01   9.1132639669e-01
  -4.9750814511e-01  -4.9835681619e-01   1.3277296687e+00   4.7711581672e-01   9.9499301589e-01
  -4.9566236670e-01  -4.9665947403e-01   1.4302257191e+00   3.8126132313e-01   1.0761360150e+00
  -4.9337913820e-01  -4.9466525936e-01   1.5327555261e+00   2.5559479176e-01   1.1572887296e+00
  -4.9070684198e-01  -4.9209301703e-01   1.6170126467e+00   1.0070404050e-01   1.2230570239e+00
  -4.8796632188e-01  -4.8932066692e-01   1.6613184152e+00  -6.3920539820e-02   1.2553615739e+00
  -4.8525041762e-01  -4.8661197685e-01   1.6620087936e+00  -2.2850855230e-01   1.2509355429e+00
  -4.8247325112e-01  -4.8388885839e-01   1.6191522905e+00  -3.9316959146e-01   1.2097298646e+00
  -4.7971240761e-01  -4.8105764385e-01   1.5356400809e+00  -5.4780899963e-01   1.1348026918e+00
  -4.7731406729e-01  -4.7836717138e-01   1.4333513163e+00  -6.7014113051e-01   1.0457190395e+00
  -4.7535629892e-01  -4.7626096320e-01   1.3306175017e+00  -7.5934802881e-01   9.5810135129e-01
  -4.7363463088e-01  -4.7445163464e-01   1.2284285371e+00  -8.2771962296e-01   8.7247849474e-01
  -4.7205820286e-01  -4.7281762713e-01   1.1263685920e+00  -8.8124374663e-01   7.8840262322e-01
  -4.7057922324e-01  -4.7129877858e-01   1.0240542620e+00  -9.2297748204e-01   7.0556372467e-01
  -4.6916801250e-01  -4.6985966791e-01   9.2236308461e-01  -9.5433917371e-01   6.2470794144e-01
  -4.6780432622e-01  -4.6847635709e-01   8.1972445254e-01  -9.7683298471e-01   5.4467200431e-01
  -4.6647318109e-01  -4.6713229535e-01   7.1804792856e-01  -9.9072448201e-01   4.6704553347e-01
  -4.6516256736e-01  -4.6581406684e-01   6.1615186934e-01  -9.9672640744e-01   3.9102553961e-01
  -4.6386252316e-01  -4.6451106789e-01   5.1365660042e-01  -9.9498432389e-01   3.1650690430e-01
  -4.6256404824e-01  -4.6321397844e-01   4.1155714511e-01  -9.8558838263e-01   2.4439943639e-01
  -4.6125861670e-01  -4.6191411803e-01   3.0966046373e-01  -9.6858659749e-01   1.7475335095e-01
  -4.5993776484e-01  -4.6060311536e-01   2.0792409370e-01  -9.4389114088e-01   1.0777153024e-01
  -4.5859242112e-01  -4.5927241432e-01   1.0532599737e-01  -9.1089559043e-01   4.3119750148e-02
  -4.5721266704e-01  -4.5791242792e-01   3.8103704635e-03  -8.6989392590e-01  -1.7629064915e-02
  -4.5578682495e-01  -4.5651290616e-01  -9.8744289132e-02  -8.1950632537e-01  -7.5292331521e-02
  -4.5430067193e-01  -4.5506074373e-01  -2.0053694278e-01  -7.5987675770e-01  -1.2827927165e-01
  -4.5273610223e-01  -4.5354060013e-01  -3.0274962585e-01  -6.8943635183e-01  -1.7651336815e-01
  -4.5106864371e-01  -4.5193160433e-01  -4.0469830478e-01  -6.0735996796e-01  -2.1871728404e-01
  -4.4926329074e-01  -4.5020568309e-01  -5.0691151360e-01  -5.1143413634e-01  -2.5381431594e-01
  -4.4726609887e-01  -4.4832089838e-01  -6.0895578309e-01  -3.9941890584e-01  -2.7978070948e-01
  -4.4498442178e-01  -4.4621129935e-01  -7.1120570286e-01  -2.6669332843e-01  -2.9379593699e-01
  -4.4235257510e-01  -4.4375754422e-01  -8.0985043344e-01  -1.1214720233e-01  -2.9120136343e-01
  -4.3946564586e-01  -4.4094760599e-01  -8.9429156315e-01   5.2235698209e-02  -2.6918454204e-01
  -4.3633688466e-01  -4.3798368573e-01  -9.5867348540e-01   2.1728301351e-01  -2.2852354804e-01
  -4.3268516130e-01  -4.3469008358e-01  -9.9974211796e-01   3.8270867473e-01  -1.6942513921e-01
  -4.2755929390e-01  -4.3068023901e-01  -9.9982282258e-01   5.5096710180e-01  -8.9424490973e-02
  -4.2166997226e-01  -4.2443834879e-01  -9.3014146039e-01   6.5158323706e-01  -3.3583280841e-02
  -4.1704632770e-01  -4.1890159573e-01  -8.2611467381e-01   6.6428962766e-01  -3.3648000951e-02
  -4.1367958978e-01  -4.1519105967e-01  -7.2371906481e-01   6.4223783769e-01  -6.1521715770e-02
  -4.1084966285e-01  -4.1216811989e-01  -6.2167482336e-01   6.0820441348e-01  -1.0087447100e-01
  -4.0833775233e-01  -4.0953120581e-01  -5.1951106788e-01   5.6882308470e-01  -1.4553147222e-01
  -4.0603685963e-01  -4.0714429884e-01  -4.1760092546e-01   5.2708488047e-01  -1.9187144555e-01
  -4.0388289794e-01  -4.0492942043e-01  -3.1555203009e-01   4.8411154811e-01  -2.3791994484e-01
  -4.0183252169e-01  -4.0283637546e-01  -2.1357288978e-01   4.4050047588e-01  -2.8213254147e-01
